timestamp,aqi_index,co,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,wind_speed
2026-04-28 13:00:00,2,271.11,8.75,58.16,1.03,13.39,17.28,5.68,12.9,47,4.5
2026-05-05 22:00:00,3,403.38,12.41,64.66,3.3,26.2,35.94,94.81,2.4,85,3.9
2026-05-08 11:00:00,3,127.75,2.47,111.92,0.64,14.5,43.6,10.2,20.0,22,3.9
2026-05-08 16:00:00,3,357.48,17.85,63.45,3.26,24.33,56.35,56.63,13.6,26,1.4
2026-05-10 01:00:00,3,246.76,7.31,73.21,2.06,25.97,59.5,88.29,11.0,36,1.0
2026-05-12 13:00:00,2,221.32,6.73,77.75,0.69,8.39,12.19,10.31,10.5,86,8.6
2026-05-13 12:00:00,3,246.85,8.92,107.21,1.3,11.55,15.43,29.26,10.0,85,5.2
2026-05-14 07:00:00,3,229.45,4.56,113.54,1.36,16.68,21.6,29.4,13.1,52,6.9
2026-05-17 13:00:00,2,143.05,3.52,82.14,0.66,6.1,10.49,12.13,19.7,36,1.62
2026-01-18 12:00:00,3,461.96,17.09,72.16,4.32,43.28,51.11,4.61,0.8,36,2.2
2026-01-21 20:00:00,4,831.39,22.41,46.97,7.35,67.9,77.61,10.66,-7.4,52,6.4
2026-01-26 21:00:00,4,864.18,19.64,46.23,4.41,61.72,67.01,6.49,-1.1,70,3.8
2026-01-27 08:00:00,2,379.05,7.78,79.69,1.49,21.57,23.25,1.28,2.3,84,2.3
2026-01-30 20:00:00,5,988.06,24.15,55.59,13.28,76.37,85.86,14.97,-3.0,72,4.7
2026-02-07 01:00:00,5,988.36,25.37,57.52,12.79,85.33,95.38,15.77,-5.6,64,4.5
2026-02-10 16:00:00,4,659.5,17.28,72.08,5.1,50.9,55.22,5.23,-0.6,58,3.7
2026-02-14 14:00:00,5,607.92,16.87,118.17,7.79,76.15,87.5,8.48,-1.2,52,5.1
2026-02-19 08:00:00,5,486.26,7.38,148.22,4.87,84.7,91.34,3.5,3.6,34,2.0
2026-02-25 08:00:00,4,407.28,5.61,138.78,3.61,63.29,69.82,2.91,6.7,46,3.2
2026-02-27 04:00:00,5,941.55,24.2,74.5,6.88,83.79,102.32,10.04,2.5,68,3.1
2026-03-08 16:00:00,3,416.56,14.62,72.95,5.51,28.9,41.8,12.85,2.7,61,5.1
2026-03-09 04:00:00,3,579.15,16.97,66.02,4.09,43.95,58.54,11.09,3.9,55,4.4
2026-03-16 16:00:00,3,565.82,18.33,69.17,6.1,29.66,40.28,13.11,-1.1,59,2.6
2026-03-18 00:00:00,3,635.21,12.96,62.51,3.86,31.05,35.93,13.51,2.1,68,2.9
2026-03-29 20:00:00,2,519.36,14.57,39.31,2.15,21.16,26.86,7.71,5.2,59,2.8
2026-03-30 10:00:00,2,202.09,3.87,65.7,1.07,7.14,8.41,1.0,8.3,58,5.0
2026-03-31 06:00:00,2,354.26,7.07,79.32,2.8,21.66,25.25,4.19,8.0,54,3.3
2026-04-07 22:00:00,2,366.75,9.05,46.0,0.98,17.15,20.91,8.16,3.2,52,4.7
2026-04-08 10:00:00,2,215.93,3.72,93.74,0.92,9.31,10.55,3.41,10.1,42,5.0
2026-04-13 04:00:00,3,213.9,2.99,102.73,1.46,16.39,21.7,8.29,6.9,55,6.6
2026-04-19 09:00:00,2,142.25,1.14,87.21,0.59,10.87,17.06,2.28,11.0,51,7.4
2026-04-19 13:00:00,2,169.79,4.12,75.92,0.65,11.24,22.92,5.52,9.6,52,6.0
2026-04-19 22:00:00,2,338.59,9.73,63.16,3.85,22.13,35.19,58.48,5.7,72,4.1
2026-04-26 00:00:00,2,306.19,6.98,47.41,2.03,19.49,26.76,39.85,4.8,82,3.6
2026-04-26 22:00:00,2,302.27,7.01,60.06,2.65,21.11,29.1,43.53,4.5,65,2.2
2026-04-27 02:00:00,2,333.06,9.24,47.09,2.24,20.18,29.17,29.16,7.1,60,3.8
2026-05-05 05:00:00,3,180.36,1.38,103.06,0.65,8.9,11.42,6.15,9.9,64,4.1
2026-05-08 10:00:00,3,110.78,1.05,112.1,0.48,13.46,44.46,5.77,20.2,25,4.0
2026-05-14 06:00:00,3,247.24,5.66,102.32,1.51,14.56,19.86,31.67,12.4,51,5.4
2025-11-22 10:00:00,3,274.85,5.77,100.49,1.79,30.83,35.42,4.99,3.7,29,1.5
2025-11-24 09:00:00,3,178.89,1.42,110.45,1.45,21.1,23.3,2.07,6.6,21,0.8
2025-11-24 14:00:00,3,647.14,29.48,71.03,9.39,47.41,60.08,21.66,3.0,32,1.6
2025-11-26 01:00:00,3,473.91,12.81,63.05,6.4,36.03,44.71,24.07,-1.8,27,1.8
2025-11-27 03:00:00,3,668.69,24.59,51.57,8.73,45.37,57.99,26.79,0.8,39,0.9
2025-11-29 08:00:00,3,188.4,1.49,106.98,1.95,25.61,27.8,2.05,8.9,17,2.2
2025-11-29 16:00:00,3,569.74,20.5,71.34,8.69,45.25,55.88,22.54,2.7,32,2.3
2025-11-29 23:00:00,3,441.65,9.54,75.58,6.64,37.12,43.62,26.9,0.0,38,1.7
2025-12-09 11:00:00,4,498.49,16.31,89.5,6.09,51.04,58.79,7.6,2.3,48,0.8
2025-12-12 20:00:00,4,891.28,24.78,56.0,15.14,75.0,88.23,22.24,1.4,46,1.5
2025-12-22 18:00:00,4,896.02,31.63,23.1,6.6,51.81,63.57,12.72,0.6,59,3.3
2025-12-25 21:00:00,4,765.01,17.09,61.05,10.42,67.23,76.9,16.46,-3.7,34,5.1
2025-12-30 06:00:00,3,1053.18,25.37,40.34,5.89,45.78,55.45,11.98,3.6,58,3.2
2026-01-14 04:00:00,5,1052.72,29.54,72.68,17.73,93.7,107.89,18.9,-5.6,60,2.9
2026-01-16 23:00:00,4,738.33,15.02,52.63,7.87,60.85,66.77,9.41,-0.1,54,2.0
2026-02-07 14:00:00,5,833.77,23.18,124.26,8.74,106.3,119.02,10.22,-3.5,57,4.4
2026-02-08 14:00:00,5,717.5,20.99,115.74,8.79,83.22,94.58,10.15,-4.0,44,3.9
2026-02-28 08:00:00,4,359.81,4.06,132.01,2.53,52.31,65.15,2.1,5.0,61,5.7
2026-02-28 20:00:00,4,677.53,15.09,74.72,4.99,68.23,81.63,7.09,-3.5,62,6.6
2026-03-03 06:00:00,5,785.64,16.14,124.12,5.78,83.61,96.96,12.69,5.7,41,3.6
2026-03-06 01:00:00,4,533.73,13.81,61.92,6.0,50.14,68.88,17.17,7.2,51,2.4
2026-03-13 21:00:00,3,554.83,15.68,59.39,6.32,36.11,46.6,17.37,-0.4,57,4.1
2026-03-17 05:00:00,3,827.57,21.61,71.47,7.35,49.82,61.48,20.54,0.8,50,6.6
2026-03-31 10:00:00,2,156.09,2.02,85.63,0.67,4.81,8.16,1.31,9.3,48,5.0
2026-04-10 06:00:00,3,373.71,6.12,128.71,3.54,39.14,45.46,25.31,6.1,61,4.6
2026-04-17 04:00:00,2,246.56,5.94,82.35,1.27,15.19,19.05,3.01,6.7,69,7.0
2026-04-18 19:00:00,2,337.14,11.39,44.13,1.49,14.92,23.08,20.06,5.7,61,5.0
2026-04-28 00:00:00,2,379.05,10.23,54.76,3.77,24.34,32.62,56.53,7.0,57,4.0
2026-05-04 16:00:00,2,270.65,9.15,79.35,1.24,12.43,18.52,19.85,9.3,58,1.7
2026-05-05 10:00:00,3,192.0,3.51,111.6,0.96,11.24,14.84,18.13,14.6,49,5.2
2026-05-10 23:00:00,2,293.4,8.96,49.62,1.82,22.07,38.64,74.82,12.7,47,1.6
2026-05-15 02:00:00,3,414.04,12.11,48.49,1.4,29.27,38.66,45.5,10.5,60,3.9
2025-11-16 23:00:00,3,451.04,10.1,82.64,6.9,37.9,45.79,29.25,4.5,34,0.6
2025-11-19 08:00:00,3,211.97,1.58,114.97,1.76,27.84,31.05,2.27,10.5,27,5.5
2025-12-13 03:00:00,4,813.05,24.88,55.4,13.98,65.4,76.87,23.13,1.7,46,1.5
2025-12-19 07:00:00,2,270.29,4.26,85.99,2.61,22.36,25.76,2.52,7.4,50,4.4
2025-12-19 19:00:00,4,857.62,28.52,40.46,13.1,58.84,71.01,18.47,6.1,40,1.1
2025-12-26 07:00:00,3,350.15,5.04,99.48,3.03,40.63,44.91,2.6,3.9,42,5.0
2025-12-28 15:00:00,3,654.78,23.93,43.03,6.46,46.27,56.09,10.71,0.2,66,4.8
2026-01-07 08:00:00,3,558.28,11.67,103.43,5.72,37.81,41.88,5.08,-4.7,57,2.3
2026-01-24 03:00:00,4,1090.1,27.13,38.34,8.6,52.56,59.28,10.13,-11.5,55,6.4
2026-01-31 06:00:00,5,918.39,16.75,89.0,7.74,84.62,93.93,9.32,0.0,51,2.0
2026-02-07 04:00:00,5,1157.19,30.38,62.34,14.7,98.66,112.47,18.17,-3.4,51,5.6
2026-02-15 00:00:00,4,585.61,9.53,103.89,6.88,71.91,80.81,9.83,-7.7,58,5.3
2026-02-16 14:00:00,5,873.06,25.73,125.73,13.2,110.04,125.05,13.45,1.2,42,4.5
2026-02-25 03:00:00,4,846.83,24.44,81.35,10.2,74.69,86.83,12.0,0.0,33,2.7
2026-02-25 17:00:00,5,879.82,23.23,73.6,7.34,86.71,102.28,9.07,2.4,34,3.9
2026-02-27 20:00:00,4,783.86,17.99,87.71,7.65,63.08,76.39,8.99,0.2,81,1.3
2026-03-05 16:00:00,4,562.75,18.61,76.31,4.99,56.51,79.43,11.28,7.4,53,2.2
2026-03-08 14:00:00,2,291.43,11.49,83.07,3.35,19.54,29.89,8.2,4.6,57,4.3
2026-03-08 21:00:00,3,452.46,11.43,76.39,5.93,37.7,49.31,17.52,-1.6,62,6.6
2026-03-10 14:00:00,3,389.12,14.05,64.9,1.83,25.37,32.32,2.63,7.3,68,5.5
2026-03-11 01:00:00,3,604.51,14.13,37.92,1.15,41.27,47.47,1.45,6.4,70,3.9
2026-03-11 11:00:00,2,210.62,4.12,93.27,0.75,12.42,14.86,1.32,7.5,64,6.2
2025-11-21 11:00:00,2,282.57,9.06,91.97,2.3,24.71,30.03,4.75,4.4,61,3.1
2025-11-25 00:00:00,3,594.73,14.69,67.96,9.09,47.21,56.79,31.82,-0.7,39,1.0
2025-11-29 21:00:00,3,492.61,12.28,71.53,7.08,40.16,47.71,25.12,0.4,37,1.5
2025-12-02 06:00:00,5,998.15,20.27,75.8,9.31,90.52,102.86,11.62,6.8,32,4.9
2025-12-17 14:00:00,4,762.38,31.43,37.22,7.39,54.09,65.65,9.77,5.9,41,1.3
2025-12-22 03:00:00,3,495.62,14.89,37.65,3.58,25.12,30.06,5.1,3.0,62,4.3
2025-12-22 17:00:00,4,892.96,32.58,22.19,7.02,50.09,62.12,12.19,0.7,60,3.1
2025-12-24 14:00:00,5,844.46,31.13,76.05,12.67,79.24,92.47,17.04,-4.6,47,7.3
2025-12-26 20:00:00,4,794.82,20.71,59.28,11.28,69.15,79.33,17.25,-5.8,49,5.8
2025-12-27 04:00:00,4,726.39,21.42,56.32,8.04,56.3,66.29,15.09,-4.8,45,3.0
2025-12-31 12:00:00,3,289.95,7.05,74.08,1.02,25.07,27.62,1.25,1.3,74,3.4
2026-01-15 00:00:00,5,825.9,13.41,90.22,13.63,92.8,101.57,14.24,-7.4,50,5.2
2026-01-15 04:00:00,5,1098.05,30.55,80.69,19.87,104.49,118.18,20.22,-3.8,46,1.9
2026-01-15 19:00:00,5,1111.77,27.22,65.69,16.79,109.43,122.34,17.1,-0.7,50,2.5
2026-01-25 10:00:00,4,510.33,6.99,141.78,5.2,57.13,61.14,4.87,-1.1,56,5.5
2026-01-29 21:00:00,5,954.02,19.8,81.01,15.18,80.7,90.03,16.47,-9.8,41,6.8
2026-02-07 12:00:00,5,655.54,16.89,141.45,4.78,94.59,104.28,5.62,-1.1,55,2.8
2026-02-20 20:00:00,5,863.26,16.58,110.08,10.63,102.05,114.98,11.73,-3.2,33,4.4
2026-02-25 01:00:00,4,678.24,14.28,87.53,7.66,66.75,75.23,9.46,-2.7,33,4.4
2026-03-13 02:00:00,3,604.59,17.41,45.25,3.66,29.99,37.15,12.37,0.0,71,2.9
2026-03-15 08:00:00,2,257.59,4.7,87.74,1.22,19.55,22.07,1.09,5.8,67,4.8
2026-03-28 03:00:00,3,520.34,13.84,65.18,3.02,35.54,43.14,10.89,2.4,66,5.1
2026-03-30 13:00:00,2,295.25,9.74,49.72,1.32,11.67,13.64,1.16,7.5,73,3.4
2026-04-11 20:00:00,2,415.91,11.31,68.24,2.71,18.67,25.71,37.84,2.7,53,4.1
2026-03-28 12:00:00,2,199.19,4.91,78.54,1.02,9.71,11.86,2.67,7.4,46,3.1
2026-03-31 07:00:00,2,210.88,2.33,89.25,1.15,11.37,14.31,1.52,8.3,54,5.5
2026-04-05 03:00:00,2,444.7,10.91,48.98,2.26,14.19,20.98,35.63,1.2,70,6.4
2026-04-08 11:00:00,2,218.38,4.33,91.97,0.87,8.63,10.05,3.05,9.1,53,5.1
2026-04-15 06:00:00,3,166.94,1.37,108.37,1.06,17.73,21.59,5.96,9.9,44,3.7
2026-04-15 11:00:00,3,160.54,2.76,114.4,1.09,17.54,24.96,8.42,10.9,36,6.2
2026-05-03 22:00:00,2,322.8,9.56,41.11,0.9,16.36,24.31,38.52,6.6,69,0.6
2026-05-08 02:00:00,3,333.83,9.67,46.57,1.76,23.7,51.6,54.71,11.2,50,2.2
2026-05-14 21:00:00,3,416.57,12.8,48.92,1.2,29.12,39.12,36.71,6.8,76,2.2
2026-04-13 17:00:00,2,437.5,16.13,63.24,3.37,23.57,36.67,28.45,4.3,52,5.7
2026-04-19 00:00:00,2,283.15,6.13,45.04,1.37,13.18,18.35,19.39,6.7,67,3.6
2026-04-27 12:00:00,2,142.94,2.71,83.57,0.64,4.48,6.92,4.07,13.3,36,4.0
2026-04-29 22:00:00,2,394.34,11.61,28.37,1.26,19.31,24.99,18.23,7.3,74,3.6
2025-11-18 17:00:00,4,794.63,28.96,56.72,10.4,61.73,77.67,23.68,5.3,41,1.0
2025-11-20 11:00:00,3,313.63,10.01,93.17,2.95,27.54,33.25,6.29,8.9,39,1.7
2025-11-27 00:00:00,3,527.12,13.49,60.96,7.09,39.68,48.58,26.22,-1.0,42,1.2
2025-11-30 21:00:00,3,496.73,12.4,53.1,4.14,37.9,45.63,15.85,1.0,37,2.0
2025-12-02 07:00:00,3,255.67,2.48,104.43,2.19,34.53,37.56,1.67,5.7,50,4.0
2025-12-04 17:00:00,5,1032.62,34.39,49.39,17.02,85.19,101.01,22.23,1.7,45,0.5
2025-12-07 19:00:00,3,641.38,18.7,46.97,6.3,42.91,51.35,10.87,-2.1,64,0.9
2025-12-09 05:00:00,4,913.57,19.91,64.13,8.46,73.65,85.9,13.91,2.0,56,3.9
2025-12-11 02:00:00,4,716.59,19.25,61.89,11.6,62.61,73.64,19.31,-4.9,71,1.3
2025-12-12 12:00:00,4,613.0,24.6,77.26,7.45,61.13,69.73,9.41,2.5,41,1.3
2025-12-12 16:00:00,5,949.87,33.51,53.29,15.44,78.95,94.38,19.92,2.5,41,1.5
2025-12-27 01:00:00,3,562.63,11.28,66.09,7.43,49.74,56.34,14.3,-6.5,49,3.8
2026-01-11 22:00:00,4,613.3,11.67,88.77,9.44,57.57,64.34,10.43,-4.6,33,3.5
2026-01-14 03:00:00,5,957.31,27.84,68.87,16.94,86.84,99.62,17.83,-8.3,65,4.4
2026-01-21 13:00:00,3,662.31,28.54,51.27,6.35,49.4,58.03,7.06,-1.6,49,3.8
2026-02-05 01:00:00,4,702.08,13.46,93.24,9.47,63.18,71.87,12.25,-12.5,71,6.3
2026-02-05 02:00:00,4,757.56,17.92,86.1,10.48,63.89,74.32,13.25,-13.2,71,6.6
2026-02-10 07:00:00,3,497.67,7.88,101.01,1.56,40.46,44.09,2.03,3.4,62,6.6
2026-02-11 02:00:00,4,893.53,22.59,51.55,8.24,59.97,68.91,11.54,-8.8,64,8.0
2026-02-12 06:00:00,5,940.39,19.79,110.7,9.02,96.91,111.17,11.27,-0.5,54,3.2
2026-02-14 15:00:00,5,693.35,18.18,112.77,9.6,83.1,96.13,10.62,-2.4,52,5.8
2026-02-18 23:00:00,4,693.5,12.36,93.02,7.61,72.56,80.42,9.07,-5.3,38,5.0
2026-02-27 12:00:00,3,333.87,8.32,127.31,3.45,36.72,50.39,3.21,4.3,50,2.6
2026-03-17 20:00:00,3,656.73,16.86,63.49,3.78,29.91,36.33,13.35,2.0,69,4.7
2026-03-18 18:00:00,3,632.95,19.25,62.04,3.41,37.53,40.47,5.96,5.0,66,2.8
2026-03-22 02:00:00,3,549.97,12.4,84.87,5.94,43.5,50.28,18.43,-1.1,60,6.4
2025-11-23 22:00:00,3,539.19,13.44,68.23,6.98,42.15,51.53,26.67,-1.0,50,0.8
2025-11-30 06:00:00,4,587.86,13.04,79.23,6.84,50.75,59.46,14.5,9.7,10,5.3
2025-12-08 08:00:00,2,154.55,1.15,96.39,0.99,13.87,15.98,0.81,3.7,58,4.5
2025-12-16 12:00:00,4,610.92,25.0,68.93,7.83,54.17,64.28,10.2,4.7,50,1.8
2025-12-22 09:00:00,2,161.67,2.33,70.19,0.79,7.13,8.8,0.93,6.5,53,6.9
2025-12-23 11:00:00,3,424.23,11.68,79.64,2.93,35.27,41.57,4.63,1.7,56,4.9
2025-12-29 23:00:00,3,695.93,16.97,42.75,5.2,28.41,33.7,14.5,-0.0,59,3.1
